VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
PARIS 19;75;75119;BIOCHIMIE HORMONOLOGIE;;;LA (0,09 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 19;75;75119;BIOCHIMIE HORMONOLOGIE;;;LS-LH (0,12 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 19;75;75119;BIOCHIMIE HORMONOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;125I
PARIS 20;75;75120;EXPLORATIONS FONCTIONNELLES;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,001;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;99mTc
PAU;64;64445;CENTRE DE RADIOTHERAPIE DE PAU;;;TFA-07 (0,05 m3);TFA;TFA-07;0,05;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 57Co
PAU;64;64445;CENTRE DE RADIOTHERAPIE DE PAU;;;TFA-07 (0,05 m3);TFA;TFA-07;0,05;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 57Co, 181W
PAU;64;64445;CENTRE DE RADIOTHERAPIE DE PAU;;;TFA-07 (0,05 m3);TFA;TFA-07;0,05;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 57Co, 181W
PAU;64;64445;Département HSE, Service Coordination HSE des Laboratoires et Environnement;;;DIV9-06 (0,0005 m3);FA-VL;DIV9-06;0,0005;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;U
PAU;64;64445;Département HSE, Service Coordination HSE des Laboratoires et Environnement;;;DIV9-06 (0,001 m3);FA-VL;DIV9-06;0,001;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;226Ra
PAU;64;64445;Département HSE, Service Coordination HSE des Laboratoires et Environnement;;;TFA-09 (0,009 m3);TFA;TFA-09;0,009;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;226Ra, 232Th
PAU;64;64445;MEDECINE NUCLEAIRE - BIOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;49,4;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;18F,123I,131I,201Tl,99mTc
PESSAC;33;33318;Archéosciences Bordeaux UMR6034;;;DIV9-06 (0,0005 m3);FA-VL;DIV9-06;0,0005;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;U, Th
PESSAC;33;33318;Archéosciences Bordeaux UMR6034;;;LA (0,005 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;40K, 60Co, 137Cs, 210Pb, U, Th
PESSAC;33;33318;HOPITAL XAVIER ARNOZAN ;;;DGD - Déchets gérés en décroissance;VTC;DGD;1;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;18F,68Ga
PESSAC;33;33318;PRODUCTION RADIOPHARMACEUTIQUE (BORDEAUX);;;LS-LH (0,06 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 54Mn, 57Co, 58Co, 56Co
PESSAC;33;33318;PRODUCTION RADIOPHARMACEUTIQUE (BORDEAUX);;;LA (0,78 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 54Mn, 57Co, 58Co, 56Co
PESSAC;33;33318;PRODUCTION RADIOPHARMACEUTIQUE (BORDEAUX);;;SNC (0,145 m3);TFA;TFA(SC-SNC);0,145;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 57Co, 58Co, 56Co
PESSAC;33;33318;PRODUCTION RADIOPHARMACEUTIQUE (BORDEAUX);;;SC (0,36 m3);TFA;TFA(SC-SNC);0,2304;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 57Co, 58Co, 56Co
PESSAC;33;33318;PRODUCTION RADIOPHARMACEUTIQUE (BORDEAUX);;;TFA-09 (0,2 m3);TFA;TFA-09;0,2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
PESSAC;33;33318;PRODUCTION RADIOPHARMACEUTIQUE (BORDEAUX);;;DGD - Déchets gérés en décroissance;VTC;DGD;1;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;18F
PETIT-CAUX;76;76618;PENLY - CNPE;;Filtres d'eau;Filtres d'eau;FMA-VC;F3-01b;1,4924;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Plastiques, caoutchouc;Plastiques, caoutchouc;FMA-VC;F3-01b;2,9184;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Fût métallique 200 Litres;Fût métallique 200 Litres;FMA-VC;F3-01b;7,074;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Boues de décantation;Boues de décantation;FMA-VC;F3-2-02;171,804;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Résines actives;Résines actives;FMA-VC;F3-2-03;44,772;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Coque béton C1;Coque béton C1;FMA-VC;F3-2-03;2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Chambre RPN;Chambre RPN;FMA-VC;F3-2-05;11,98;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Filtres d'eau;Filtres d'eau;FMA-VC;F3-2-05;15,621;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Métaux ferreux;Métaux ferreux;FMA-VC;F3-2-05;7,4276;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Plastiques, caoutchouc;Plastiques, caoutchouc;FMA-VC;F3-2-05;12,1536;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Sondes RIC;Sondes RIC;FMA-VC;F3-2-05;0,1198;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Coque béton C1;Coque béton C1;FMA-VC;F3-2-05;34;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Coque béton C4;Coque béton C4;FMA-VC;F3-2-05;2,46;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Métaux non ferreux;Métaux non ferreux;FMA-VC;F3-2-15;1,9551;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Tubes guides de grappe;Tubes guides de grappe;FMA-VC;F3-2-15;14,47;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Bois seul, flexel;Bois seul, flexel;FMA-VC;F3-7-01;0,03724;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Liquides organiques (yc lnstagel);Liquides organiques (yc lnstagel);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Plastiques, caoutchouc;Plastiques, caoutchouc;FMA-VC;F3-7-01;1,78486;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Résines échangeuses d'ions APG;Résines échangeuses d'ions APG;FMA-VC;F3-7-01;0,5586;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Solutions de lessivage;Solutions de lessivage;FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Solvants;Solvants;FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Concentrats;Concentrats;FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Huiles;Huiles;FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Fût plastique 200 Litres;Fût plastique 200 Litres;FMA-VC;F3-7-01;4,896;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Métaux ferreux;Métaux ferreux;FMA-VC;F3-7-02;1,218;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Tubes guides de grappe;Tubes guides de grappe;FMA-VC;F3-7-02;14,47;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;;Grappes (autres que sources);MA-VL;F2-2-03;8,463;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
PETIT-CAUX;76;76618;PENLY - CNPE;;;Crayons absorbants (AIC, Pyrex, Inox);MA-VL;F2-2-03;15,3;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
PETIT-CAUX;76;76618;PENLY - CNPE;;;Têtes de grappes (toutes);MA-VL;F2-2-03;2,112;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
PETIT-CAUX;76;76618;PENLY - CNPE;;;Squelettes d'assemblage combustible;MA-VL;F2-2-03;0,952;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
PETIT-CAUX;76;76618;PENLY - CNPE;;;Pièces métalliques diverses;MA-VL;F2-2-03;0,12;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
PETIT-CAUX;76;76618;PENLY - CNPE;;;Grappes bouchons en étuis;MA-VL;F2-2-03;0,062;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
PETIT-CAUX;76;76618;PENLY - CNPE;;;Grappes sources;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
PETIT-CAUX;76;76618;PENLY - CNPE;;;Crayons sources;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
PETIT-CAUX;76;76618;PENLY - CNPE;;Amiante;Amiante;TFA;TFA-02;176,3;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Boues séchées;Boues séchées;TFA;TFA-02;5;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Déchets électriques et électroniques;Déchets électriques et électroniques;TFA;TFA-02;2,6;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Filtre de ventilation;Filtre de ventilation;TFA;TFA-02;1,808;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Gravats;Gravats;TFA;TFA-02;1,635;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Métaux ferreux;Métaux ferreux;TFA;TFA-02;7,2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Métaux non ferreux;Métaux non ferreux;TFA;TFA-02;25,3056;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Pièges à iode, charbon actif;Pièges à iode, charbon actif;TFA;TFA-02;3,0895;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Piles-Batteries;Piles-Batteries;TFA;TFA-02;4,54;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Résines échangeuses d'ions APG;Résines échangeuses d'ions APG;TFA;TFA-02;14,31;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Tubes fluorescents;Tubes fluorescents;TFA;TFA-02;1,1154;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Silice, sable, corindon, grenaille;Silice, sable, corindon, grenaille;TFA;TFA-02;0,5226;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Big bag de 1,0 m3;Big bag de 1,0 m3;TFA;TFA-02;17,5;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Casiers parois pleines 2 m3;Casiers parois pleines 2 m3;TFA;TFA-02;8,31;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;PENLY - CNPE;;Conteneur réutilisable 2 m3;Conteneur réutilisable 2 m3;TFA;TFA-02;8;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
